leaderboard_publish_date,elo_max,lag_1,lag_2,lag_4,lag_8,lag_12,roll_mean_4,roll_mean_12,roll_std_4,week_of_year,week_sin,week_cos,t
2025-10-12,1465.7860038435983,1465.901067408727,1468.7708301157995,1467.1057620282531,1468.585459163801,1473.9213239114315,1467.6371224171448,1468.9266333200082,1.3984297321011376,41,-0.9709418174260521,0.23931566428755738,126
2025-10-19,1464.746758627951,1465.7860038435983,1465.901067408727,1468.7708301157995,1468.0541666841966,1472.155189402587,1467.307182870981,1468.2486899810222,1.6907269482710494,42,-0.9350162426854148,0.35460488704253557,127
2025-10-26,1464.746758627951,1464.746758627951,1465.7860038435983,1468.7708301157995,1466.4584084855717,1469.906229043033,1466.301164999019,1467.6313207498026,1.7263539665082897,43,-0.8854560256532101,0.464723172043768,128
2025-11-02,1464.746758627951,1464.746758627951,1464.746758627951,1465.901067408727,1466.4584084855717,1471.0319249953286,1465.2951471270567,1467.201364881879,0.6349644597890022,44,-0.822983865893657,0.5680647467311548,129
2025-11-09,1465.6850628985792,1464.746758627951,1464.746758627951,1465.7860038435983,1467.1057620282531,1468.585459163801,1465.006569931863,1466.677601017931,0.5196226077500261,45,-0.7485107481711011,0.6631226582407952,130
2025-11-16,1494.803370131599,1465.6850628985792,1464.746758627951,1464.746758627951,1468.7708301157995,1468.0541666841966,1464.981334695608,1466.4359013291623,0.4691521352325516,46,-0.6631226582407955,0.7485107481711007,131
2025-11-23,1489.982764809508,1494.803370131599,1465.6850628985792,1464.746758627951,1468.7708301157995,1466.4584084855717,1472.49548757152,1468.665001616446,14.878498009113898,47,-0.5680647467311559,0.8229838658936564,132
2025-11-30,1487.5821680593158,1489.982764809508,1494.803370131599,1464.746758627951,1465.901067408727,1466.4584084855717,1478.8044891169093,1470.6253646434407,15.818313984956808,48,-0.4647231720437684,0.88545602565321,133
2025-12-07,1486.3098920655912,1487.5821680593158,1489.982764809508,1465.6850628985792,1465.7860038435983,1467.1057620282531,1484.5133414747506,1472.3856779412527,12.906342783315074,49,-0.35460488704253595,0.9350162426854147,134
2025-12-14,1486.9366701500828,1486.3098920655912,1487.5821680593158,1494.803370131599,1464.746758627951,1468.7708301157995,1489.6695487665036,1473.986022111031,3.746050251607454,50,-0.2393156642875578,0.970941817426052,135
2025-12-21,1484.5533571185017,1486.9366701500828,1486.3098920655912,1489.982764809508,1464.746758627951,1468.7708301157995,1487.7028737711244,1475.499842113888,1.606231514683902,51,-0.12053668025532363,0.992708874098054,136
2025-12-28,1484.39831259815,1484.5533571185017,1486.9366701500828,1487.5821680593158,1464.746758627951,1465.901067408727,1486.345521848373,1476.8150526974462,1.3028013491131154,52,6.432490598706546e-16,1.0,137
2026-01-04,1484.441558384627,1484.39831259815,1484.5533571185017,1486.3098920655912,1465.6850628985792,1465.7860038435983,1485.5495579830813,1478.356489796565,1.2675396350766346,1,0.12053668025532305,0.992708874098054,138
2026-01-11,1483.9273024835163,1484.441558384627,1484.39831259815,1486.9366701500828,1494.803370131599,1464.746758627951,1485.0824745628402,1479.9111193416509,1.2378553613360201,2,0.23931566428755774,0.970941817426052,139
2026-01-18,1483.9273024835163,1483.9273024835163,1484.441558384627,1484.5533571185017,1489.982764809508,1464.746758627951,1484.3301326461988,1481.5094979962812,0.27638469911991054,3,0.3546048870425356,0.9350162426854148,140
2026-01-25,1483.9273024835163,1483.9273024835163,1483.9273024835163,1484.39831259815,1487.5821680593158,1464.746758627951,1484.1736189874523,1483.1078766509115,0.28496922591649204,4,0.4647231720437685,0.8854560256532099,141
